Category,Rating,Reviews,Size,Type,Price,Content Rating,Genres,Last Updated
LIFESTYLE,3.9,987,0.1-10MB,Free,0,Everyone,Lifestyle,"August 29, 2017"
VIDEO_PLAYERS,4.4,1032076,Varies with device,Free,0,Everyone,Video Players & Editors,"July 30, 2018"
BUSINESS,4.3,0,60.1-70MB,Free,0,Everyone,Business,"June 11, 2018"
GAME,4.1,257531,40.1-50MB,Free,0,Everyone 10+,Racing,"January 18, 2018"
FAMILY,4.6,25,0.1-10MB,Free,0,Everyone,Entertainment,"July 4, 2018"
DATING,4.2,313724,Varies with device,Free,0,Mature 17+,Dating,"August 4, 2018"
HEALTH_AND_FITNESS,4.3,15,20.1-30MB,Paid,4.99,Everyone,Health & Fitness,"July 23, 2018"
PRODUCTIVITY,4.6,122424,0.1-10MB,Free,0,Everyone,Productivity,"March 16, 2018"
BEAUTY,3.9,4354,40.1-50MB,Free,0,Teen,Beauty,"August 6, 2018"
BUSINESS,3.9,1058,20.1-30MB,Free,0,Everyone,Business,"June 29, 2018"
BOOKS_AND_REFERENCE,4.7,1340,10.1-20MB,Paid,4.49,Everyone,Books & Reference,"May 16, 2018"
MEDICAL,4.4,275,0.1-10MB,Free,0,Everyone 10+,Medical,"March 16, 2018"
PHOTOGRAPHY,4.3,251686,30.1-40MB,Free,0,Everyone,Photography,"July 28, 2017"
SHOPPING,4.2,42750,0.1-10MB,Free,0,Everyone,Shopping,"August 4, 2018"
EDUCATION,4.5,13791,Varies with device,Free,0,Everyone,Education,"June 6, 2018"
GAME,4.6,155186,Varies with device,Free,0,Everyone,Puzzle,"August 3, 2018"
MAPS_AND_NAVIGATION,4.3,0,0.1-10MB,Free,0,Everyone,Maps & Navigation,"January 27, 2018"
FAMILY,4.1,188,0.1-10MB,Free,0,Everyone,Education,"July 6, 2018"
SOCIAL,4.9,117,60.1-70MB,Free,0,Teen,Social,"July 13, 2018"
FAMILY,4.4,567632,10.1-20MB,Free,0,Everyone 10+,Casual,"June 12, 2018"
SOCIAL,4.2,6,0.1-10MB,Free,0,Everyone,Social,"October 8, 2015"
NEWS_AND_MAGAZINES,3.9,262,20.1-30MB,Free,0,Everyone,News & Magazines,"June 26, 2018"
FINANCE,4.4,92,0.1-10MB,Free,0,Everyone,Finance,"January 31, 2017"
LIFESTYLE,3.7,492,0.1-10MB,Free,0,Everyone,Lifestyle,"October 5, 2015"
SHOPPING,4.3,95520,10.1-20MB,Free,0,Teen,Shopping,"August 3, 2018"
GAME,4.3,2178,50.1-60MB,Free,0,Everyone,Racing,"March 28, 2018"
COMMUNICATION,4.5,7820775,Varies with device,Free,0,Everyone,Communication,"August 1, 2018"
SPORTS,3.3,64,0.1-10MB,Free,0,Everyone,Sports,"April 4, 2018"
SHOPPING,4.2,39735,10.1-20MB,Free,0,Teen,Shopping,"July 25, 2018"
FINANCE,4.6,459,0.1-10MB,Paid,18.99,Everyone,Finance,"February 17, 2018"
FAMILY,4.2,11263,30.1-40MB,Free,0,Everyone,Entertainment;Music & Video,"May 3, 2018"
HEALTH_AND_FITNESS,2.6,186,20.1-30MB,Free,0,Everyone,Health & Fitness,"May 19, 2018"
PHOTOGRAPHY,2.7,3032,0.1-10MB,Free,0,Everyone,Photography,"December 8, 2017"
TOOLS,4.7,6505,0.1-10MB,Paid,2.99,Everyone,Tools,"November 3, 2017"
BUSINESS,4.3,0,0.1-10MB,Free,0,Everyone,Business,"May 9, 2018"
HEALTH_AND_FITNESS,4.5,10253,Varies with device,Free,0,Teen,Health & Fitness,"July 9, 2018"
SPORTS,4.3,3,20.1-30MB,Free,0,Everyone,Sports,"February 19, 2018"
PHOTOGRAPHY,4.6,819694,20.1-30MB,Free,0,Everyone,Photography,"June 26, 2018"
GAME,4.2,492,60.1-70MB,Free,0,Teen,Action,"April 6, 2017"
COMMUNICATION,4.1,20901,0.1-10MB,Free,0,Everyone,Communication,"April 3, 2018"
GAME,4.4,153649,Varies with device,Free,0,Teen,Action,"June 18, 2018"
GAME,4.3,8119154,60.1-70MB,Free,0,Everyone,Action,"July 5, 2018"
BUSINESS,4.4,48,50.1-60MB,Free,0,Everyone,Business,"July 7, 2018"
FAMILY,4.0,119173,Varies with device,Free,0,Everyone 10+,Video Players & Editors;Music & Video,"June 21, 2018"
BUSINESS,2.9,28,10.1-20MB,Paid,17.99,Everyone,Business,"October 24, 2017"
PHOTOGRAPHY,4.5,10858538,Varies with device,Free,0,Everyone,Photography,"August 6, 2018"
BUSINESS,4.3,3,20.1-30MB,Free,0,Everyone,Business,"April 27, 2018"
GAME,4.1,88941,30.1-40MB,Free,0,Teen,Action,"July 26, 2016"
GAME,4.4,206602,10.1-20MB,Free,0,Mature 17+,Action,"July 1, 2013"
PERSONALIZATION,4.4,87300,Varies with device,Free,0,Everyone,Personalization,"March 17, 2015"
SPORTS,4.5,14184910,50.1-60MB,Free,0,Everyone,Sports,"July 31, 2018"
FAMILY,3.7,10035,20.1-30MB,Free,0,Teen,Simulation,"May 23, 2018"
TOOLS,4.3,2,10.1-20MB,Free,0,Everyone,Tools,"February 2, 2018"
TOOLS,4.5,5174,0.1-10MB,Free,0,Everyone,Tools,"April 26, 2018"
FAMILY,3.4,1012,10.1-20MB,Free,0,Teen,Entertainment,"February 24, 2018"
TRAVEL_AND_LOCAL,4.2,8258,20.1-30MB,Free,0,Everyone,Travel & Local,"July 3, 2018"
SHOPPING,4.7,10,0.1-10MB,Free,0,Everyone,Shopping,"February 3, 2017"
NEWS_AND_MAGAZINES,4.0,24790,Varies with device,Free,0,Everyone,News & Magazines,"July 20, 2018"
COMMUNICATION,4.1,6601,30.1-40MB,Free,0,Everyone,Communication,"July 2, 2018"
BUSINESS,4.4,6997,0.1-10MB,Free,0,Everyone,Business,"July 6, 2018"
FOOD_AND_DRINK,4.2,3755,0.1-10MB,Free,0,Everyone,Food & Drink,"July 20, 2018"
LIFESTYLE,4.6,118034,Varies with device,Free,0,Everyone,Lifestyle,"August 2, 2018"
FOOD_AND_DRINK,4.5,454,10.1-20MB,Free,0,Everyone,Food & Drink,"March 28, 2018"
HOUSE_AND_HOME,4.3,13,40.1-50MB,Free,0,Everyone,House & Home,"April 18, 2018"
GAME,4.1,66894,Varies with device,Free,0,Everyone 10+,Racing,"July 21, 2018"
SPORTS,4.2,82883,Varies with device,Free,0,Everyone,Sports,"July 30, 2018"
HEALTH_AND_FITNESS,4.6,56145,20.1-30MB,Free,0,Everyone,Health & Fitness,"August 1, 2018"
GAME,4.3,3,30.1-40MB,Free,0,Everyone,Racing,"December 6, 2017"
PARENTING,4.2,20,10.1-20MB,Free,0,Everyone,Parenting,"July 2, 2017"
LIFESTYLE,4.4,1740,0.1-10MB,Free,0,Teen,Lifestyle,"July 27, 2017"
GAME,4.8,8191,Varies with device,Free,0,Everyone,Board,"May 22, 2018"
LIFESTYLE,4.3,1,30.1-40MB,Free,0,Everyone,Lifestyle,"December 14, 2017"
GAME,3.8,1363,20.1-30MB,Free,0,Everyone,Arcade,"June 29, 2018"
FAMILY,4.3,14,0.1-10MB,Free,0,Teen,Education,"January 10, 2018"
LIFESTYLE,3.8,250,0.1-10MB,Free,0,Everyone,Lifestyle,"July 31, 2018"
HEALTH_AND_FITNESS,4.3,14,0.1-10MB,Free,0,Everyone,Health & Fitness,"March 30, 2018"
NEWS_AND_MAGAZINES,4.0,33,0.1-10MB,Free,0,Everyone,News & Magazines,"September 30, 2014"
BUSINESS,4.3,0,10.1-20MB,Free,0,Everyone,Business,"February 12, 2018"
SPORTS,4.2,342909,0.1-10MB,Free,0,Everyone,Sports,"August 3, 2018"
FAMILY,4.7,7,20.1-30MB,Free,0,Teen,Casual,"April 5, 2018"
TOOLS,3.9,146,0.1-10MB,Free,0,Everyone,Tools,"April 10, 2017"
FINANCE,4.0,253,20.1-30MB,Free,0,Everyone,Finance,"May 2, 2018"
FAMILY,5.0,3,0.1-10MB,Free,0,Everyone,Entertainment,"March 26, 2018"
FAMILY,3.3,355837,0.1-10MB,Free,0,Everyone,Entertainment,"December 7, 2016"
DATING,4.0,42194,Varies with device,Free,0,Mature 17+,Dating,"July 24, 2018"
TOOLS,3.1,124,0.1-10MB,Free,0,Everyone,Tools,"April 22, 2014"
FAMILY,4.3,1024,Varies with device,Free,0,Everyone,Educational;Education,"May 28, 2018"
AUTO_AND_VEHICLES,4.2,367,20.1-30MB,Free,0,Everyone,Auto & Vehicles,"May 10, 2018"
TOOLS,3.8,415,0.1-10MB,Free,0,Everyone,Tools,"June 1, 2017"
PRODUCTIVITY,4.3,253,Varies with device,Paid,3.99,Everyone,Productivity,"March 4, 2018"
TOOLS,3.2,67,60.1-70MB,Free,0,Everyone,Tools,"June 2, 2017"
BUSINESS,3.7,244,0.1-10MB,Free,0,Everyone,Business,"October 26, 2015"
PRODUCTIVITY,4.0,8550,10.1-20MB,Free,0,Everyone,Productivity,"July 25, 2018"
GAME,3.9,29505,60.1-70MB,Free,0,Everyone,Word,"April 4, 2018"
SHOPPING,4.3,1,0.1-10MB,Free,0,Everyone,Shopping,"November 16, 2017"
TRAVEL_AND_LOCAL,3.6,7081,50.1-60MB,Free,0,Everyone,Travel & Local,"August 6, 2018"
FAMILY,3.6,418,90.1-100MB,Free,0,Everyone,Educational;Education,"November 7, 2016"
FAMILY,4.0,174127,40.1-50MB,Free,0,Teen,Simulation,"October 3, 2016"
BOOKS_AND_REFERENCE,4.6,33,30.1-40MB,Free,0,Everyone,Books & Reference,"January 16, 2017"
BUSINESS,4.2,296,10.1-20MB,Free,0,Everyone,Business,"June 15, 2018"
BOOKS_AND_REFERENCE,4.4,233757,Varies with device,Free,0,Everyone,Books & Reference,"May 1, 2018"
FAMILY,4.4,17069,90.1-100MB,Free,0,Everyone 10+,Role Playing,"August 1, 2018"
TOOLS,4.4,4901,0.1-10MB,Free,0,Everyone,Tools,"February 9, 2017"
ART_AND_DESIGN,4.7,158,10.1-20MB,Free,0,Everyone,Art & Design,"November 29, 2017"
SHOPPING,4.3,125783,Varies with device,Free,0,Teen,Shopping,"August 6, 2018"
FAMILY,4.4,623398,50.1-60MB,Free,0,Everyone,Puzzle;Brain Games,"August 31, 2017"
SOCIAL,4.3,1064076,Varies with device,Free,0,Mature 17+,Social,"July 28, 2018"
SOCIAL,4.3,0,Varies with device,Free,0,Everyone,Social,"May 27, 2017"
FAMILY,4.3,1168959,60.1-70MB,Free,0,Everyone,Puzzle,"May 3, 2017"
MEDICAL,5.0,6,20.1-30MB,Free,0,Everyone,Medical,"May 25, 2018"
GAME,4.4,4066989,60.1-70MB,Free,0,Everyone 10+,Strategy,"July 6, 2018"
COMICS,4.1,12088,20.1-30MB,Free,0,Mature 17+,Comics,"July 6, 2018"
SOCIAL,4.2,1259894,70.1-80MB,Free,0,Mature 17+,Social,"August 3, 2018"
PERSONALIZATION,4.3,44,0.1-10MB,Free,0,Teen,Personalization,"May 26, 2016"
PHOTOGRAPHY,4.6,819774,20.1-30MB,Free,0,Everyone,Photography,"June 26, 2018"
TOOLS,4.2,1859115,Varies with device,Free,0,Everyone,Tools,"July 31, 2018"
GAME,4.8,230727,80.1-90MB,Free,0,Everyone,Word,"August 2, 2018"
FAMILY,4.5,1985,20.1-30MB,Paid,3.99,Everyone 10+,Action;Action & Adventure,"July 18, 2018"
LIBRARIES_AND_DEMO,4.3,110,0.1-10MB,Free,0,Everyone,Libraries & Demo,"November 5, 2017"
TOOLS,3.7,566,20.1-30MB,Free,0,Everyone,Tools,"July 30, 2018"
SPORTS,4.2,277900,Varies with device,Free,0,Mature 17+,Sports,"August 2, 2018"
FAMILY,4.3,997,Varies with device,Free,0,Everyone,Entertainment,"June 27, 2018"
TRAVEL_AND_LOCAL,4.3,165299,0.1-10MB,Free,0,Everyone,Travel & Local,"July 30, 2018"
PHOTOGRAPHY,4.4,221858,Varies with device,Free,0,Everyone,Photography,"August 1, 2018"
PERSONALIZATION,4.1,291,30.1-40MB,Paid,1.99,Everyone,Personalization,"October 22, 2016"
PHOTOGRAPHY,4.3,61990,Varies with device,Free,0,Everyone,Photography,"February 9, 2018"
COMMUNICATION,3.7,197,0.1-10MB,Paid,2.99,Everyone,Communication,"February 10, 2016"
PHOTOGRAPHY,4.3,4,0.1-10MB,Paid,3.99,Everyone,Photography,"August 18, 2016"
PHOTOGRAPHY,3.1,133,0.1-10MB,Free,0,Everyone,Photography,"May 8, 2018"
COMMUNICATION,4.2,27156,Varies with device,Free,0,Everyone,Communication,"May 31, 2018"
GAME,4.4,344819,50.1-60MB,Free,0,Teen,Action,"October 18, 2016"
LIBRARIES_AND_DEMO,4.2,78,0.1-10MB,Free,0,Everyone,Libraries & Demo,"February 5, 2017"
FAMILY,3.1,192,60.1-70MB,Free,0,Everyone,Education,"July 7, 2017"
DATING,3.9,10212,0.1-10MB,Free,0,Mature 17+,Dating,"July 25, 2018"
COMMUNICATION,3.9,20829,0.1-10MB,Free,0,Everyone,Communication,"November 17, 2017"
EDUCATION,4.6,25183,0.1-10MB,Free,0,Everyone,Education,"December 25, 2017"
PARENTING,3.1,103,20.1-30MB,Free,0,Everyone,Parenting,"June 29, 2018"
FAMILY,4.7,48615,20.1-30MB,Free,0,Everyone,Simulation;Action & Adventure,"May 22, 2018"
PRODUCTIVITY,4.3,0,10.1-20MB,Free,0,Teen,Productivity,"June 27, 2018"
SPORTS,3.7,20879,20.1-30MB,Free,0,Everyone,Sports,"June 9, 2018"
MEDICAL,2.8,78,70.1-80MB,Free,0,Everyone,Medical,"June 27, 2018"
TOOLS,3.4,25094,Varies with device,Free,0,Everyone,Tools,"July 18, 2018"
TRAVEL_AND_LOCAL,4.1,98,0.1-10MB,Free,0,Everyone,Travel & Local,"July 17, 2018"
DATING,3.6,11806,10.1-20MB,Free,0,Mature 17+,Dating,"June 26, 2018"
COMMUNICATION,4.3,2,10.1-20MB,Free,0,Everyone,Communication,"March 22, 2018"
GAME,4.3,4704,30.1-40MB,Free,0,Everyone 10+,Arcade,"November 4, 2015"
TOOLS,4.7,175,0.1-10MB,Free,0,Everyone,Tools,"July 28, 2018"
ART_AND_DESIGN,3.4,486,0.1-10MB,Free,0,Everyone,Art & Design,"July 26, 2018"
WEATHER,3.9,100994,50.1-60MB,Free,0,Everyone,Weather,"July 13, 2018"
SOCIAL,4.5,456866,Varies with device,Free,0,Teen,Social,"August 3, 2018"
HEALTH_AND_FITNESS,4.6,4102,20.1-30MB,Free,0,Everyone 10+,Health & Fitness,"July 19, 2018"
ENTERTAINMENT,3.9,2646,0.1-10MB,Free,0,Teen,Entertainment,"February 14, 2018"
MAPS_AND_NAVIGATION,3.8,82,0.1-10MB,Free,0,Everyone,Maps & Navigation,"February 23, 2018"
NEWS_AND_MAGAZINES,4.3,0,0.1-10MB,Free,0,Everyone,News & Magazines,"July 7, 2018"
HEALTH_AND_FITNESS,5.0,5,10.1-20MB,Free,0,Everyone,Health & Fitness,"July 2, 2018"
PERSONALIZATION,4.6,6466641,Varies with device,Free,0,Teen,Personalization,"July 19, 2018"
SPORTS,4.3,0,0.1-10MB,Free,0,Everyone,Sports,"January 18, 2017"
PRODUCTIVITY,4.7,315,10.1-20MB,Free,0,Everyone,Productivity,"January 22, 2018"
MAPS_AND_NAVIGATION,2.8,25,0.1-10MB,Free,0,Everyone,Maps & Navigation,"August 6, 2018"
BUSINESS,4.3,3,10.1-20MB,Free,0,Everyone,Business,"March 21, 2018"
HOUSE_AND_HOME,4.5,118,70.1-80MB,Free,0,Everyone,House & Home,"July 10, 2018"
COMMUNICATION,4.3,31,Varies with device,Free,0,Everyone,Communication,"April 28, 2018"
FAMILY,4.0,7,0.1-10MB,Free,0,Everyone,Education,"June 18, 2017"
SOCIAL,4.4,5985,0.1-10MB,Free,0,Everyone,Social,"July 6, 2017"
FAMILY,4.1,26347,40.1-50MB,Free,0,Everyone 10+,Entertainment,"September 15, 2017"
GAME,4.5,168717,50.1-60MB,Free,0,Mature 17+,Strategy,"August 3, 2018"
FAMILY,4.4,3032,20.1-30MB,Free,0,Everyone,Casual,"December 18, 2017"
FAMILY,5.0,3,0.1-10MB,Free,0,Mature 17+,Education,"December 26, 2016"
FAMILY,3.5,807,0.1-10MB,Free,0,Everyone,Casual,"May 1, 2018"
FAMILY,3.0,2,30.1-40MB,Free,0,Everyone,Simulation,"July 18, 2018"
PRODUCTIVITY,4.6,267042,Varies with device,Free,0,Everyone,Productivity,"April 29, 2018"
PERSONALIZATION,4.5,37,10.1-20MB,Free,0,Teen,Personalization,"February 26, 2017"
GAME,4.5,462614,50.1-60MB,Free,0,Everyone,Arcade,"May 22, 2018"
NEWS_AND_MAGAZINES,4.9,34,0.1-10MB,Free,0,Everyone,News & Magazines,"January 15, 2017"
WEATHER,4.1,1238,0.1-10MB,Free,0,Everyone,Weather,"December 17, 2014"
WEATHER,4.2,8723,0.1-10MB,Free,0,Everyone,Weather,"August 27, 2014"
TOOLS,4.2,127223,0.1-10MB,Free,0,Everyone,Tools,"August 3, 2018"
FINANCE,3.9,714,0.1-10MB,Free,0,Everyone,Finance,"June 7, 2017"
MAPS_AND_NAVIGATION,3.4,14,0.1-10MB,Free,0,Everyone,Maps & Navigation,"January 25, 2018"
GAME,3.7,413609,20.1-30MB,Free,0,Mature 17+,Racing,"August 1, 2018"
FAMILY,3.5,2,20.1-30MB,Paid,2.99,Everyone,Role Playing,"March 20, 2017"
ENTERTAINMENT,4.3,407698,Varies with device,Free,0,Teen,Entertainment,"July 27, 2018"
FINANCE,3.7,913,0.1-10MB,Free,0,Everyone,Finance,"July 20, 2012"
FINANCE,4.4,15141,20.1-30MB,Free,0,Everyone,Finance,"July 24, 2018"
HEALTH_AND_FITNESS,4.5,75571,Varies with device,Free,0,Everyone,Health & Fitness,"August 3, 2018"
ART_AND_DESIGN,4.7,5754,0.1-10MB,Free,0,Everyone,Art & Design,"July 30, 2018"
LIBRARIES_AND_DEMO,4.4,50,0.1-10MB,Free,0,Everyone,Libraries & Demo,"February 5, 2017"
WEATHER,4.2,133338,40.1-50MB,Free,0,Everyone,Weather,"June 26, 2018"
FAMILY,4.5,166886,20.1-30MB,Free,0,Everyone 10+,Education,"July 29, 2018"
MEDICAL,4.0,3498,0.1-10MB,Free,0,Everyone,Medical,"May 1, 2018"
HOUSE_AND_HOME,4.3,12,0.1-10MB,Free,0,Everyone,House & Home,"July 12, 2018"
GAME,4.2,250197,40.1-50MB,Free,0,Teen,Action,"July 12, 2018"
GAME,4.5,696,Varies with device,Free,0,Everyone,Action,"July 5, 2018"
COMMUNICATION,3.8,12667,30.1-40MB,Free,0,Everyone,Communication,"August 1, 2018"
BOOKS_AND_REFERENCE,4.2,814080,Varies with device,Free,0,Teen,Books & Reference,"July 27, 2018"
PRODUCTIVITY,4.3,6120,0.1-10MB,Free,0,Everyone,Productivity,"November 22, 2017"
WEATHER,4.5,76593,Varies with device,Paid,5.99,Everyone,Weather,"November 21, 2017"
GAME,4.2,32849,0.1-10MB,Free,0,Everyone,Word,"September 30, 2015"
FAMILY,4.5,11,0.1-10MB,Free,0,Everyone,Entertainment,"August 15, 2017"
HEALTH_AND_FITNESS,4.2,1140,0.1-10MB,Free,0,Teen,Health & Fitness,"January 10, 2017"
FOOD_AND_DRINK,4.3,28008,10.1-20MB,Free,0,Everyone,Food & Drink,"August 3, 2018"
PERSONALIZATION,4.5,4,0.1-10MB,Free,0,Everyone,Personalization,"December 31, 2016"
MEDICAL,4.3,1,0.1-10MB,Free,0,Mature 17+,Medical,"July 26, 2018"
HEALTH_AND_FITNESS,4.4,12029,0.1-10MB,Free,0,Everyone,Health & Fitness,"August 4, 2018"
LIFESTYLE,4.5,234971,80.1-90MB,Free,0,Everyone,Lifestyle,"July 25, 2018"
LIFESTYLE,5.0,7,10.1-20MB,Free,0,Everyone,Lifestyle,"March 20, 2017"
COMMUNICATION,4.3,27187,60.1-70MB,Free,0,Everyone,Communication,"July 28, 2018"
PRODUCTIVITY,4.3,0,Varies with device,Free,0,Teen,Productivity,"August 2, 2018"
SPORTS,3.9,654,40.1-50MB,Paid,4.99,Everyone,Sports,"December 20, 2017"
PHOTOGRAPHY,4.0,35188,0.1-10MB,Free,0,Everyone,Photography,"February 22, 2018"
BUSINESS,5.0,1,0.1-10MB,Free,0,Everyone,Business,"February 20, 2018"
COMMUNICATION,3.8,52,0.1-10MB,Free,0,Everyone,Communication,"August 28, 2015"
BOOKS_AND_REFERENCE,4.2,459,10.1-20MB,Free,0,Everyone,Books & Reference,"October 1, 2016"
GAME,4.4,29168,Varies with device,Free,0,Everyone,Racing,"May 29, 2018"
NEWS_AND_MAGAZINES,4.7,13620,0.1-10MB,Free,0,Everyone,News & Magazines,"April 16, 2018"
FINANCE,4.8,495,10.1-20MB,Free,0,Everyone,Finance,"May 1, 2018"
EDUCATION,4.6,85375,20.1-30MB,Free,0,Everyone,Education,"July 27, 2018"
BOOKS_AND_REFERENCE,4.5,527,0.1-10MB,Free,0,Everyone,Books & Reference,"March 31, 2018"
COMMUNICATION,4.3,3,0.1-10MB,Free,0,Everyone,Communication,"February 7, 2018"
NEWS_AND_MAGAZINES,4.2,522205,Varies with device,Free,0,Everyone,News & Magazines,"August 7, 2018"
TOOLS,4.7,8114,Varies with device,Paid,2.49,Everyone,Tools,"June 9, 2018"
PRODUCTIVITY,4.2,43,0.1-10MB,Free,0,Everyone,Productivity,"June 9, 2015"
FAMILY,4.4,5453997,Varies with device,Free,0,Teen,Entertainment,"July 31, 2018"
GAME,4.0,120592,70.1-80MB,Free,0,Everyone 10+,Strategy,"July 31, 2018"
BUSINESS,4.3,1,0.1-10MB,Free,0,Everyone,Business,"June 5, 2018"
COMMUNICATION,4.1,28238,10.1-20MB,Free,0,Everyone,Communication,"August 2, 2018"
BOOKS_AND_REFERENCE,3.4,116,40.1-50MB,Paid,4.60,Everyone,Books & Reference,"October 13, 2016"
MEDICAL,4.4,104,30.1-40MB,Paid,2.99,Teen,Medical,"May 24, 2018"
FINANCE,4.4,31,0.1-10MB,Paid,3.99,Everyone,Finance,"July 15, 2018"
TRAVEL_AND_LOCAL,3.6,14544,40.1-50MB,Free,0,Everyone,Travel & Local,"July 27, 2018"
TOOLS,4.3,1,0.1-10MB,Free,0,Everyone,Tools,"June 8, 2018"
BUSINESS,4.3,3,0.1-10MB,Free,0,Everyone,Business,"January 16, 2017"
FAMILY,3.9,94910,40.1-50MB,Free,0,Everyone,Action;Action & Adventure,"January 10, 2017"
BOOKS_AND_REFERENCE,4.5,96419,Varies with device,Free,0,Everyone,Books & Reference,"May 5, 2018"
MEDICAL,5.0,5,20.1-30MB,Free,0,Everyone,Medical,"September 21, 2017"
FAMILY,3.6,1042,40.1-50MB,Free,0,Everyone,Role Playing;Pretend Play,"August 4, 2017"
GAME,4.4,18621,60.1-70MB,Paid,2.99,Everyone,Board,"July 4, 2018"
COMMUNICATION,4.3,3429,Varies with device,Free,0,Everyone,Communication,"March 8, 2018"
HEALTH_AND_FITNESS,4.4,708674,Varies with device,Free,0,Everyone,Health & Fitness,"July 12, 2018"
BOOKS_AND_REFERENCE,4.2,20,0.1-10MB,Free,0,Everyone,Books & Reference,"June 8, 2015"
LIFESTYLE,4.3,6,10.1-20MB,Free,0,Everyone,Lifestyle,"June 2, 2017"
FAMILY,4.6,181961,10.1-20MB,Free,0,Everyone 10+,Education,"July 27, 2018"
SHOPPING,4.1,52896,Varies with device,Free,0,Everyone,Shopping,"June 18, 2018"
GAME,4.3,29270,40.1-50MB,Free,0,Everyone,Action,"July 25, 2018"
SHOPPING,4.4,441473,Varies with device,Free,0,Everyone,Shopping,"July 30, 2018"
GAME,4.3,30002,20.1-30MB,Free,0,Teen,Casino,"February 8, 2018"
FAMILY,4.5,226,20.1-30MB,Free,0,Everyone,Education;Education,"May 30, 2017"
FAMILY,3.7,11748,30.1-40MB,Free,0,Teen,Casual,"October 31, 2016"
MEDICAL,4.3,0,0.1-10MB,Free,0,Teen,Medical,"March 26, 2018"
FAMILY,4.2,222664,90.1-100MB,Free,0,Everyone,Puzzle,"August 1, 2018"
HEALTH_AND_FITNESS,4.0,1577,0.1-10MB,Free,0,Everyone,Health & Fitness,"August 12, 2017"
NEWS_AND_MAGAZINES,4.3,131028,10.1-20MB,Free,0,Teen,News & Magazines,"July 30, 2018"
PRODUCTIVITY,4.4,2731211,Varies with device,Free,0,Everyone,Productivity,"August 6, 2018"
SOCIAL,4.3,51502,10.1-20MB,Free,0,Teen,Social,"July 25, 2018"
AUTO_AND_VEHICLES,2.6,5,0.1-10MB,Free,0,Everyone,Auto & Vehicles,"May 8, 2018"
BUSINESS,4.3,1,0.1-10MB,Free,0,Everyone,Business,"May 10, 2018"
GAME,4.5,413,0.1-10MB,Paid,4.99,Everyone,Adventure,"May 17, 2017"
HEALTH_AND_FITNESS,2.6,219,0.1-10MB,Free,0,Everyone,Health & Fitness,"October 30, 2015"
FAMILY,4.0,29708,10.1-20MB,Free,0,Teen,Entertainment,"July 16, 2018"
